id_publicacion,contenido,n_likes,id_emprendimiento
186,"Manos Creativas une a la comunidad a través del arte. En nuestro último taller en Timbío, 18 personas aprendieron a modelar figuras tradicionales en arcilla. Este sábado, te invitamos a nuestro evento para seguir creando. ¡Ven y descubre tu talento! #ManosCreativas #Cauca #Artesanías",4,10
187,"Con Manos Creativas, cada artesanía es un pedazo de Timbío. Nuestros talleres han reunido a más de 50 personas este año, rescatando técnicas caucanas como el tejido en caña. Únete a nuestro evento este domingo y crea algo único. #ManosCreativas #Artesanías #CaucaVerde",5,10
188,"Manos Creativas celebró el Mes de la Artesanía en Timbío con un evento que reunió a 50 personas, incluyendo estudiantes y artesanos locales. Durante el día, compartimos técnicas tradicionales de tejido y cerámica, creando piezas que reflejan la identidad caucana. Desde 2024, hemos enseñado a 100 personas, preservando saberes ancestrales. Gracias al apoyo de la comunidad, seguimos creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre en Timbío y aprende a crear artesanías con historia. ¡Sigue nuestro Instagram para más detalles! Juntos, mantenemos viva la tradición. #ManosCreativas #Artesanías #Cauca #Timbío",6,10
189,"En Manos Creativas, nuestro compromiso es preservar las artesanías de Timbío. En 2025, hemos capacitado a 80 personas en técnicas tradicionales como el tejido en caña y la cerámica decorativa. El pasado domingo, 30 participantes crearon piezas únicas en nuestro taller, compartiendo historias culturales. También compartimos un video en Instagram sobre nuestro trabajo. Invitamos a todos a nuestro taller del 20 de febrero en Timbío para seguir creando. ¡Cupo limitado! #ManosCreativas #CaucaVerde #Artesanías #Timbío",5,10
190,"Manos Creativas sigue fortaleciendo la identidad de Timbío. En nuestro último evento, el 10 de marzo, 40 personas participaron en un taller donde aprendieron a tejer cestas y modelar arcilla con técnicas caucanas. Estos espacios no solo rescatan tradiciones, sino que unen a la comunidad. Desde que empezamos, hemos involucrado a más de 120 personas en la creación artesanal. Agradecemos a todos por su apoyo. Únete a nuestro próximo taller el 15 de abril en Timbío y descubre el arte caucano. Sigue nuestro Instagram para más información. #ManosCreativas #Artesanías #Cauca #Timbío",6,10
191,¡Agua limpia para todos! Taller de filtrado este sábado. #AguaPura #Cauca,2,11
192,Filtra tu agua! Únete a nuestra campaña este viernes en Timbío. #AguaPura,2,11
193,"¡Agua pura, vida sana! Evento este domingo en Cauca. #AguaPura #Sostenibilidad",3,11
194,Agua Pura lleva filtros a comunidades. Taller este sábado! #AguaLimpia,2,11
195,¡Cuidemos el agua! Taller de filtrado este viernes. #AguaPura #CaucaVerde,3,11
196,Agua limpia para Cauca. Únete a nuestro evento este domingo! #AguaPura,2,11
197,¡Filtrado fácil! Taller este sábado en Timbío. #AguaPura #Sostenibilidad,2,11
198,"Agua Pura lleva sistemas de filtrado a comunidades de Cauca. Este sábado, únete a nuestro taller y aprende a purificar agua para tu hogar. ¡Cuidemos la salud! Visita aguapura.com #AguaPura #Cauca #AguaLimpia #Sostenibilidad",4,11
199,¿Sabías que el agua limpia salva vidas? En Agua Pura enseñamos a filtrar agua. Ven a nuestro evento este viernes en Timbío y descubre soluciones accesibles. ¡Inscríbete! #AguaPura #CaucaVerde #Salud,3,11
200,"Nuestros talleres en Cauca promueven el acceso a agua pura. Este domingo, participa y aprende a instalar sistemas de filtrado. ¡Juntos cuidamos el agua! Visita aguapura.com #AguaPura #Sostenibilidad #AguaLimpia",4,11
201,"Agua Pura transforma comunidades con filtros de agua. Este sábado, ven a nuestro taller y descubre cómo purificar agua fácilmente. ¡Cupo limitado! #AguaPura #Cauca #AguaLimpia",3,11
202,"En Agua Pura, trabajamos por el acceso a agua limpia en Cauca. Este mes, 30 familias de Timbío aprendieron a usar nuestros sistemas de filtrado, mejorando su salud. Estos talleres empoderan comunidades. Únete a nuestro próximo evento este sábado y descubre cómo purificar agua. ¡Visita aguapura.com! #AguaPura #Cauca #AguaLimpia #Sostenibilidad",5,11
203,"Agua Pura lleva soluciones de filtrado a Cauca. Desde 2024, hemos capacitado a 100 personas en la región, enseñando a instalar filtros que garantizan agua potable. Nuestros talleres promueven la salud. Ven a nuestro evento este domingo y aprende con nosotros. #AguaPura #CaucaVerde #Salud",5,11
204,"El pasado fin de semana, Agua Pura organizó un taller en Timbío donde 25 personas aprendieron a construir sistemas de filtrado caseros. Estas soluciones son accesibles y cuidan el medio ambiente. Únete a nuestro próximo evento el viernes. #AguaPura #AguaLimpia #Cauca",6,11
205,"Agua Pura une a comunidades por el acceso a agua limpia. En nuestro último taller, 20 familias de Cauca instalaron filtros que benefician a sus hogares. Este sábado, te invitamos a nuestro evento para aprender sobre filtrado. ¡Visita aguapura.com! #AguaPura #Sostenibilidad #Salud",5,11
206,"Con Agua Pura, el agua limpia llega a más hogares. Nuestros talleres en la región han capacitado a más de 80 personas este año, desde Timbío hasta Popayán, en sistemas de filtrado. Únete a nuestro evento este domingo y descubre cómo cuidar el agua. #AguaPura #CaucaVerde #AguaLimpia",6,11
207,"Agua Pura celebró el Día del Agua en Timbío con un evento que reunió a 70 personas, incluyendo familias y estudiantes. Durante el día, capacitamos a 40 personas en la instalación de sistemas de filtrado que garantizan agua potable. Desde 2024, hemos llevado agua limpia a 200 hogares en Cauca, mejorando la salud de comunidades. Gracias al apoyo de voluntarios, seguimos creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre y aprende a purificar agua. ¡Reserva en aguapura.com! Sigue nuestro Facebook para más detalles. Juntos, aseguramos agua pura para todos. #AguaPura #Cauca #AguaLimpia #Sostenibilidad",7,11
208,"En Agua Pura, nuestro compromiso es garantizar agua limpia en Cauca. En 2025, hemos capacitado a 150 personas en la región, desde Timbío hasta Santander de Quilichao, en sistemas de filtrado accesibles. El pasado domingo, 50 participantes construyeron filtros caseros en nuestro taller, beneficiando a sus familias. También compartimos una guía digital en Facebook. Invitamos a todos a nuestro evento del 20 de febrero, donde seguiremos promoviendo la salud. ¡Cupo limitado! #AguaPura #CaucaVerde #AguaLimpia #Salud",7,11
209,"Agua Pura sigue transformando vidas en Cauca. En nuestro último evento, el 10 de marzo, 60 personas participaron en un taller donde aprendieron a instalar sistemas de filtrado que protegen la salud. Estas soluciones llegan a comunidades desde Timbío hasta Piendamó, promoviendo el acceso a agua potable. Desde que empezamos, hemos beneficiado a más de 250 hogares. Agradecemos a todos por su apoyo. Únete a nuestro próximo taller el 15 de abril y descubre cómo purificar agua. Sigue nuestro Facebook para más información. #AguaPura #Cauca #AguaLimpia #Sostenibilidad",8,11
210,¡Protege la naturaleza! Únete a nuestra reforestación este sábado. #GuardianesDelBosque,4,12
211,Cuidemos los bosques! Taller ambiental este viernes in Cauca. #GuardianesDelBosque,3,12
212,¡Por un Cauca verde! Evento de conservación este domingo. #GuardianesDelBosque,5,12
213,Guardianes del Bosque en acción. Reforestación este sábado! #CaucaVerde,4,12
214,¡Salvemos la naturaleza! Jornada ambiental este viernes. #GuardianesDelBosque,3,12
215,Planta un árbol con nosotros este domingo en Piendamó! #GuardianesDelBosque,4,12
216,¡Cuidar el bosque es vida! Taller este sábado in Cauca. #GuardianesDelBosque,5,12
217,"Guardianes del Bosque protege las áreas naturales de Cauca. Este sábado, únete a nuestra jornada de reforestación y ayuda a conservar nuestros bosques. ¡Juntos hacemos la diferencia! Sigue nuestro Instagram. #GuardianesDelBosque #CaucaVerde #Conservación",6,12
218,¿Amas la naturaleza? En Guardianes del Bosque organizamos talleres para protegerla. Ven a nuestro evento este viernes en Piendamó y aprende sobre conservación. ¡Inscríbete ya! #GuardianesDelBosque #Sostenibilidad,5,12
219,"Nuestras jornadas en Cauca cuidan los bosques. Este domingo, participa en nuestra actividad de limpieza y siembra en la región. ¡Protege la naturaleza con nosotros! #GuardianesDelBosque #Cauca #Conservación",7,12
220,"Guardianes del Bosque trabaja por un Cauca verde. Este sábado, ven a nuestro taller y descubre cómo conservar áreas naturales. ¡Cupo limitado! #GuardianesDelBosque #CaucaVerde #Sostenibilidad",6,12
221,"En Guardianes del Bosque, protegemos las áreas naturales de Cauca. Este mes, 40 voluntarios plantaron 100 árboles en Piendamó, ayudando a conservar nuestros bosques. Estas acciones cuidan la biodiversidad. Únete a nuestra próxima jornada este sábado y sé parte del cambio. ¡Sigue nuestro Instagram! #GuardianesDelBosque #CaucaVerde #Conservación #Sostenibilidad",8,12
222,"Guardianes del Bosque trabaja por la conservación en Cauca. Desde 2024, hemos reforestado 500 árboles en la región, desde Piendamó hasta Popayán, con la ayuda de 150 voluntarios. Nuestros talleres educan sobre sostenibilidad. Ven a nuestro evento este domingo. #GuardianesDelBosque #Sostenibilidad #Cauca",9,12
223,"El pasado fin de semana, Guardianes del Bosque organizó una jornada en Piendamó donde 30 voluntarios limpiaron un área natural y sembraron árboles. Estas acciones protegen la fauna local. Únete a nuestro próximo evento el viernes in Cauca. #GuardianesDelBosque #Conservación #CaucaVerde",8,12
224,"Guardianes del Bosque une a comunidades por la naturaleza. En nuestra última jornada, 25 personas de Cauca participaron en un taller de conservación. Este sábado, te invitamos a nuestra actividad de reforestación en la región. ¡Ven y protege el bosque! #GuardianesDelBosque #Cauca #Sostenibilidad",9,12
225,"Con Guardianes del Bosque, cada árbol cuenta. Nuestras jornadas en Cauca han reunido a más de 100 voluntarios este año, desde Piendamó hasta Totoró, cuidando áreas naturales. Únete a nuestro evento este domingo y ayuda a conservar la biodiversidad. #GuardianesDelBosque #CaucaVerde #Conservación",8,12
226,"Guardianes del Bosque celebró el Día del Medio Ambiente con una jornada en Piendamó que reunió a 80 personas, incluyendo estudiantes y familias. Durante el día, plantamos 150 árboles y limpiamos un área natural, protegiendo la biodiversidad de Cauca. Desde 2024, hemos reforestado 700 árboles en la región, desde Piendamó hasta Santander de Quilichao, con el apoyo de 200 voluntarios. Gracias a la comunidad, seguimos creciendo. Únete a nuestra próxima jornada el sábado 15 de noviembre y ayuda a cuidar los bosques. ¡Sigue nuestro Instagram para más detalles! Juntos, protegemos el futuro de Cauca. #GuardianesDelBosque #CaucaVerde #Conservación #Sostenibilidad",11,12
227,"En Guardianes del Bosque, nuestro compromiso es conservar las áreas naturales de Cauca. En 2025, hemos reunido a 180 voluntarios en la región, plantando 600 árboles y limpiando ríos desde Piendamó hasta Popayán. El pasado domingo, 50 personas participaron en un taller de sostenibilidad, aprendiendo sobre la importancia de los bosques. También compartimos un video en Instagram sobre nuestro impacto. Invitamos a todos a nuestra jornada del 20 de febrero in Cauca, donde seguiremos cuidando la naturaleza. ¡Cupo limitado! #GuardianesDelBosque #CaucaVerde #Conservación #Sostenibilidad",10,12
228,"Guardianes del Bosque sigue fortaleciendo la conservación en Cauca. En nuestro último evento, el 10 de marzo, 60 voluntarios de Piendamó, Totoró y Cajibío participaron en una jornada de reforestación y limpieza. Plantamos 120 árboles y protegimos un área natural clave. Desde que empezamos, hemos involucrado a más de 300 personas en la región, cuidando la biodiversidad. Agradecemos a todos por su apoyo. Únete a nuestro próximo taller el 15 de abril y ayuda a salvar los bosques. Sigue nuestro Instagram para más información. #GuardianesDelBosque #Cauca #Conservación #Sostenibilidad",11,12
229,¡Energía limpia para todos! Taller solar este sábado. #EnergíaComunitaria #Cauca,3,13
230,Paneles solares al alcance! Evento este viernes in Piendamó. #EnergíaComunitaria,2,13
231,¡Luz sostenible! Jornada de energía este domingo. #EnergíaComunitaria #CaucaVerde,4,13
232,Energía Comunitaria ilumina Cauca. Taller este sábado! #EnergíaSolar #Cauca,3,13
233,¡Energía para comunidades! Taller solar este viernes. #EnergíaComunitaria,2,13
234,Ilumina el futuro. Únete a nuestro evento este domingo! #EnergíaComunitaria,3,13
235,¡Energía limpia! Taller de paneles este sábado in Piendamó. #EnergíaComunitaria,4,13
236,"Energía Comunitaria lleva paneles solares a comunidades de Cauca. Este sábado, únete a nuestro taller y aprende cómo la energía limpia transforma vidas. ¡Sostenibilidad para todos! Visita energiaca.com #EnergíaComunitaria #Cauca #EnergíaSolar",5,13
237,¿Sabías que los paneles solares reducen costos? En Energía Comunitaria capacitamos comunidades. Ven a nuestro evento este viernes in Piendamó y descubre cómo. ¡Inscríbete! #EnergíaComunitaria #CaucaVerde,4,13
238,"Nuestros talleres en Cauca promueven energía limpia. Este domingo, participa y aprende a instalar paneles solares para tu comunidad. ¡Ilumina el futuro! Visita energiaca.com #EnergíaComunitaria #EnergíaSolar",6,13
239,"Energía Comunitaria empodera con energía solar. Este sábado, ven a nuestro taller y descubre soluciones sostenibles para Cauca. ¡Cupo limitado! #EnergíaComunitaria #Cauca #Sostenibilidad",5,13
240,"En Energía Comunitaria, llevamos energía limpia a Cauca. Este mes, 25 familias de Piendamó aprendieron a usar paneles solares, reduciendo su dependencia de combustibles. Estos talleres empoderan comunidades. Únete a nuestro próximo evento este sábado y descubre la energía solar. ¡Visita energiaca.com! #EnergíaComunitaria #Cauca #EnergíaSolar #Sostenibilidad",7,13
241,"Energía Comunitaria transforma Cauca con energía solar. Desde 2024, hemos capacitado a 80 personas en la región, instalando paneles que benefician a hogares y escuelas. Nuestros talleres promueven sostenibilidad. Ven a nuestro evento este domingo. #EnergíaComunitaria #CaucaVerde #EnergíaSolar",6,13
242,"El pasado fin de semana, Energía Comunitaria organizó un taller in Piendamó donde 20 personas aprendieron a instalar paneles solares. Estas soluciones iluminan comunidades y cuidan el planeta. Únete a nuestro próximo evento el viernes in Cauca. #EnergíaComunitaria #EnergíaSolar #Cauca",7,13
243,"Energía Comunitaria une a comunidades por un futuro sostenible. En nuestro último taller, 15 familias de Cauca instalaron paneles solares para sus hogares. Este sábado, te invitamos a nuestro evento para aprender sobre energía limpia. ¡Visita energiaca.com! #EnergíaComunitaria #Sostenibilidad",6,13
244,"Con Energía Comunitaria, la energía solar llega a más hogares. Nuestros talleres en Cauca han capacitado a más de 60 personas este año, desde Piendamó hasta Popayán, en soluciones sostenibles. Únete a nuestro evento este domingo y descubre cómo iluminar el futuro. #EnergíaComunitaria #CaucaVerde",7,13
245,"Energía Comunitaria celebró el Día de la Energía Renovable in Piendamó con un evento que reunió a 60 personas, incluyendo familias y estudiantes. Durante el día, capacitamos a 30 personas en la instalación de paneles solares que proporcionan energía limpia. Desde 2024, hemos iluminado 150 hogares en Cauca, desde Piendamó hasta Santander de Quilichao, promoviendo sostenibilidad. Gracias al apoyo de voluntarios, seguimos creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre y aprende sobre energía solar. ¡Reserva en energiaca.com! Sigue nuestro Facebook para más detalles. #EnergíaComunitaria #Cauca #EnergíaSolar #Sostenibilidad",9,13
246,"En Energía Comunitaria, nuestro compromiso es llevar energía limpia a Cauca. En 2025, hemos capacitado a 120 personas en la región, desde Piendamó hasta Totoró, en la instalación de paneles solares. El pasado domingo, 40 participantes instalaron sistemas que benefician a sus comunidades. También compartimos un tutorial en Facebook sobre energía solar. Invitamos a todos a nuestro evento del 20 de febrero, donde seguiremos iluminando vidas. ¡Cupo limitado! #EnergíaComunitaria #CaucaVerde #EnergíaSolar #Sostenibilidad",8,13
247,"Energía Comunitaria sigue transformando Cauca con energía solar. En nuestro último evento, el 10 de marzo, 50 personas de Piendamó, Popayán y Cajibío participaron en un taller donde instalaron paneles solares para escuelas rurales. Estas soluciones promueven un futuro sostenible. Desde que empezamos, hemos beneficiado a más de 200 hogares. Agradecemos a todos por su apoyo. Únete a nuestro próximo taller el 15 de abril y descubre la energía limpia. Sigue nuestro Facebook para más información. #EnergíaComunitaria #Cauca #EnergíaSolar #Sostenibilidad",9,13
248,¡Vive la cultura indígena! Taller este sábado in Guapi. #RaícesIndígenas #Cauca,2,14
249,Preservemos nuestras raíces! Evento cultural este viernes. #RaícesIndígenas,3,14
250,¡Celebra la tradición! Taller indígena este domingo in Cauca. #RaícesIndígenas,2,14
251,Raíces Indígenas honra la cultura. Taller este sábado! #CulturaIndígena,2,14
252,¡Conoce nuestras tradiciones! Evento este viernes in Guapi. #RaícesIndígenas,3,14
253,Cultura viva. Únete a nuestro taller este domingo! #RaícesIndígenas #Cauca,2,14
254,¡Tradición indígena! Taller cultural este sábado. #RaícesIndígenas #CaucaVerde,3,14
255,"Raíces Indígenas preserva la cultura de los pueblos de Cauca. Este sábado, únete a nuestro taller in Guapi y aprende sobre tradiciones ancestrales. ¡Honremos nuestras raíces! Sigue nuestro Instagram. #RaícesIndígenas #Cauca #CulturaIndígena",4,14
256,¿Conoces las tradiciones indígenas? En Raíces Indígenas compartimos saberes. Ven a nuestro evento este viernes in Cauca y descubre danzas y relatos. ¡Inscríbete ya! #RaícesIndígenas #CaucaVerde,3,14
257,"Nuestros talleres in Cauca celebran la cultura indígena. Este domingo, participa y aprende sobre artesanías y lenguas nativas. ¡Vive la tradición! #RaícesIndígenas #CulturaIndígena #Cauca",4,14
258,"Raíces Indígenas conecta comunidades con su herencia. Este sábado, ven a nuestro taller y descubre la riqueza cultural de Cauca. ¡Cupo limitado! #RaícesIndígenas #Cauca #Sostenibilidad",3,14
259,"En Raíces Indígenas, preservamos la cultura de los pueblos de Cauca. Este mes, 30 personas in Guapi participaron en nuestro taller, aprendiendo danzas y artesanías indígenas. Estos saberes fortalecen la identidad. Únete a nuestro próximo evento este sábado y vive la tradición. ¡Sigue nuestro Instagram! #RaícesIndígenas #Cauca #CulturaIndígena #Sostenibilidad",6,14
260,"Raíces Indígenas protege la herencia indígena de Cauca. Desde 2024, hemos capacitado a 100 personas en la región, desde Guapi hasta Popayán, en lenguas y tradiciones nativas. Nuestros talleres unen comunidades. Ven a nuestro evento este domingo. #RaícesIndígenas #CaucaVerde #CulturaIndígena",5,14
261,"El pasado fin de semana, Raíces Indígenas organizó un taller in Guapi donde 25 personas aprendieron sobre relatos orales indígenas. Estas actividades preservan nuestra historia. Únete a nuestro próximo evento el viernes in Cauca. #RaícesIndígenas #CulturaIndígena #Cauca",6,14
262,"Raíces Indígenas une a comunidades por la cultura. En nuestro último taller, 20 personas de Cauca compartieron saberes sobre música y artesanías indígenas. Este sábado, te invitamos a nuestro evento para celebrar la tradición. ¡Ven y participa! #RaícesIndígenas #Cauca #Sostenibilidad",5,14
263,"Con Raíces Indígenas, cada tradición cuenta una historia. Nuestros talleres in Cauca han reunido a más de 80 personas este año, desde Guapi hasta Totoró, preservando lenguas y danzas. Únete a nuestro evento este domingo y honra la cultura indígena. #RaícesIndígenas #CaucaVerde #CulturaIndígena",6,14
264,"Raíces Indígenas celebró el Día de los Pueblos Indígenas in Guapi con un evento que reunió a 70 personas, incluyendo ancianos y jóvenes. Durante el día, compartimos danzas, relatos orales y talleres de artesanías, fortaleciendo la identidad cultural. Desde 2024, hemos preservado saberes en 150 personas en Cauca, desde Guapi hasta Santander de Quilichao. Gracias al apoyo de la comunidad, seguimos creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre y aprende sobre la cultura indígena. ¡Sigue nuestro Instagram para más detalles! Juntos, honramos nuestras raíces. #RaícesIndígenas #Cauca #CulturaIndígena #Sostenibilidad",8,14
265,"En Raíces Indígenas, nuestro compromiso es preservar la cultura de los pueblos de Cauca. En 2025, hemos capacitado a 120 personas en la región, desde Guapi hasta Popayán, en tradiciones como lenguas nativas y música indígena. El pasado domingo, 40 participantes compartieron saberes en nuestro taller, fortaleciendo la herencia cultural. También compartimos un video en Instagram sobre nuestras actividades. Invitamos a todos a nuestro evento del 20 de febrero, donde seguiremos celebrando la identidad. ¡Cupo limitado! #RaícesIndígenas #CaucaVerde #CulturaIndígena #Cauca",7,14
266,"Raíces Indígenas sigue fortaleciendo la cultura en Cauca. En nuestro último evento, el 10 de marzo, 50 personas de Guapi, Totoró y Piendamó participaron en un taller de danzas y artesanías indígenas. Estas actividades no solo preservan saberes, sino que unen comunidades. Desde que empezamos, hemos involucrado a más de 200 personas en la región. Agradecemos a todos por su apoyo. Únete a nuestro próximo taller el 15 de abril y vive la tradición. Sigue nuestro Instagram para más información. #RaícesIndígenas #Cauca #CulturaIndígena #Sostenibilidad",8,14
267,¡Intercambia con nosotros! Trueque este sábado in Patía. #TruequeSolidario #Cauca,2,15
268,Comparte en comunidad! Evento de trueque este viernes. #TruequeSolidario,1,15
269,¡Trueque para todos! Intercambia este domingo in Patía. #TruequeSolidario,2,15
270,Trueque Solidario une vecinos. Trueque este sábado! #Cauca #Trueque,1,15
271,¡Intercambia y conecta! Evento este viernes in Cauca. #TruequeSolidario,2,15
272,Trueque in Patía. Únete a nuestro evento este domingo! #TruequeSolidario,1,15
273,¡Comunidad unida! Trueque este sábado. #TruequeSolidario #Cauca,2,15
274,"Trueque Solidario fomenta el intercambio in Patía. Este sábado, ven a nuestro evento y comparte productos o servicios con la comunidad. ¡Juntos fortalecemos la unión! Sigue nuestro Facebook. #TruequeSolidario #Cauca #Comunidad",3,15
275,¿Listo para intercambiar? En Trueque Solidario promovemos la economía solidaria. Ven a nuestro evento este viernes en Patía y trae lo que quieras compartir. ¡Inscríbete! #TruequeSolidario #CaucaVerde,3,15
276,"Nuestros eventos in Patía unen a la comunidad a través del trueque. Este domingo, participa e intercambia alimentos, artesanías o servicios. ¡Construyamos juntos! #TruequeSolidario #Comunidad",4,15
277,"Trueque Solidario fortalece la comunidad. Este sábado, ven a nuestro evento in Patía y comparte con tus vecinos. ¡Cupo limitado! #TruequeSolidario #Cauca #Intercambio",3,15
278,"En Trueque Solidario, promovemos la economía comunitaria en Patía. Este mes, 25 personas intercambiaron alimentos, ropa y servicios en nuestro evento, fortaleciendo lazos. Estos encuentros unen a la comunidad. Únete a nuestro próximo trueque este sábado y comparte. ¡Sigue nuestro Facebook! #TruequeSolidario #Cauca #Comunidad #Intercambio",4,15
279,"Trueque Solidario fomenta la solidaridad in Patía. Desde 2024, hemos organizado eventos donde 80 personas han intercambiado productos y servicios, creando una red comunitaria. Nuestros trueques son espacios de unión. Ven a nuestro evento este domingo. #TruequeSolidario #CaucaVerde #Comunidad",5,15
280,"El pasado fin de semana, Trueque Solidario organizó un evento in Patía donde 20 personas intercambiaron artesanías, alimentos y habilidades. Estas actividades promueven la economía local. Únete a nuestro próximo trueque el viernes. #TruequeSolidario #Intercambio #Cauca",4,15
281,"Trueque Solidario une a la comunidad de Patía. En nuestro último evento, 15 vecinos compartieron productos y servicios, fortaleciendo la confianza mutua. Este sábado, te invitamos a nuestro trueque para seguir conectando. ¡Ven y participa! #TruequeSolidario #Cauca #Comunidad",5,15
282,"Con Trueque Solidario, cada intercambio cuenta. Nuestros eventos en Patía han reunido a más de 50 personas este año, compartiendo desde alimentos hasta conocimientos. Únete a nuestro trueque este domingo y fortalece la comunidad. #TruequeSolidario #CaucaVerde #Intercambio",4,15
283,"Trueque Solidario celebró el Día de la Solidaridad en Patía con un evento que reunió a 40 personas, incluyendo familias y vecinos. Durante el día, intercambiamos alimentos, ropa, artesanías y servicios, promoviendo una economía comunitaria. Desde 2024, hemos organizado 10 trueques in Patía, conectando a 120 personas en una red de apoyo mutuo. Gracias al entusiasmo de la comunidad, seguimos creciendo. Únete a nuestro próximo trueque el sábado 15 de noviembre y comparte con nosotros. ¡Sigue nuestro Facebook para más detalles! Juntos, fortalecemos la unión en Patía. #TruequeSolidario #Cauca #Comunidad #Intercambio",6,15
284,"En Trueque Solidario, nuestro compromiso es fortalecer la comunidad de Cauca a través del intercambio. En 2025, hemos reunido a 80 personas in Patía, intercambiando desde hortalizas hasta clases de cocina. El pasado domingo, 30 participantes compartieron en nuestro trueque, creando lazos de confianza. También compartimos un video en Facebook sobre nuestra labor. Invitamos a todos a nuestro evento del 20 de febrero, donde seguiremos promoviendo la solidaridad. ¡Cupo limitado! #TruequeSolidario #CaucaVerde #Comunidad #Intercambio",6,15
285,"Trueque Solidario sigue creciendo in Patía. En nuestro último evento, el 10 de marzo, 35 personas intercambiaron productos y servicios, desde semillas hasta reparaciones. Estos encuentros no solo apoyan la economía local, sino que unen a la comunidad. Desde que empezamos, hemos involucrado a más de 150 personas en Cauca. Agradecemos a todos por su apoyo. Únete a nuestro próximo trueque el 15 de abril y comparte con nosotros. Sigue nuestro Facebook para más información. #TruequeSolidario #Cauca #Intercambio #Comunidad",6,15
286,¡Café orgánico de calidad! Apoya a nuestros campesinos. #CaféConRaíz,6,16
287,"Taza de café, aroma de tradición. ¡Prueba el nuestro! #Orgánico",8,16
288,¡Jornada de siembra este sábado! Únete. #CaféConRaíz,5,16
289,Café con amor campesino. ¡Sabor único! #Comunidad,7,16
290,¡Oferta! 20% off en café molido. #CaféOrgánico,6,16
291,De la finca a tu mesa. Café puro. #CaféConRaíz,8,16
292,¡Taller de catación este viernes! Inscríbete. #SaborLocal,7,16
293,Nuestro café orgánico es cultivado por familias campesinas del Cauca. Cada grano cuenta una historia de esfuerzo y sostenibilidad. ¡Prueba el sabor de la tradición! #CaféConRaíz #Orgánico #Comunidad,10,16
294,"En Café con Raíz, apoyamos la agricultura sostenible. Compra nuestro café y contribuye al bienestar de comunidades rurales. ¡Sabor con propósito! #CaféOrgánico #Sostenibilidad",11,16
295,¿Sabías que nuestro café se cultiva sin químicos? Protegemos la tierra y a quienes la trabajan. Pide tu bolsa hoy. #CaféConRaíz #AgriculturaLimpia #SaborPuro,9,16
296,"Este fin de semana, visítanos en la feria local. Lleva a casa café orgánico y conoce nuestra labor con campesinos. ¡Te esperamos! #CaféConRaíz #FeriaLocal",12,16
297,"En Café con Raíz, trabajamos con comunidades campesinas de Popayán y Silvia para producir café orgánico de alta calidad. Cada compra apoya a familias que cultivan con técnicas sostenibles, preservando la tierra para futuras generaciones. ¡Únete a nuestra misión y disfruta de un café con historia! #CaféConRaíz #Sostenibilidad #Comunidad",14,16
298,"El proceso de nuestro café comienza en las fincas de pequeños productores. Seleccionamos los mejores granos, los tostamos con cuidado y los llevamos a tu taza. Al elegir Café con Raíz, apoyas la economía local y el cuidado del medio ambiente. ¡Prueba el sabor de la dedicación! #CaféOrgánico #Tradición",15,16
299,"El sábado pasado, 30 campesinos participaron en nuestro taller de agricultura orgánica en Cajibío. Aprendieron técnicas para mejorar sus cultivos sin dañar la tierra. En Café con Raíz, creemos en compartir conocimiento para fortalecer comunidades. ¡Sigue nuestro impacto! #CaféConRaíz #EducaciónRural",13,16
300,"Nuestro café no solo es delicioso, también es un motor de cambio. Trabajamos con mujeres campesinas que lideran proyectos de siembra en Totoró. Cada bolsa que compras ayuda a empoderarlas y a proteger el medio ambiente. ¡Sabor con impacto! #CaféConRaíz #MujeresRurales #Sostenibilidad",16,16
301,"En Café con Raíz, cada grano cuenta una historia. Desde la siembra en las montañas de Morales hasta el tueste artesanal, nuestro café refleja el esfuerzo de cientos de familias. Apóyalas comprando local y disfruta de un producto 100% orgánico. #CaféConRaíz #HechoConAmor #Orgánico",14,16
302,"El pasado fin de semana, 50 voluntarios se unieron a nuestra jornada de reforestación en las fincas cafeteras de Piendamó. Plantamos 200 árboles nativos para proteger las fuentes de agua y mejorar los suelos donde se cultiva nuestro café orgánico. Esta iniciativa, liderada por Café con Raíz, no solo beneficia el medio ambiente, sino que fortalece los lazos con las comunidades campesinas que dependen de estas tierras. Cada participante aprendió sobre la importancia de la sostenibilidad y el impacto de sus acciones. ¡Gracias a todos por hacer parte de este cambio! Sigue apoyando nuestro café y sé parte de nuestra misión. #CaféConRaíz #Reforestación #Sostenibilidad #Comunidad",19,16
303,"En Café con Raíz, nuestro compromiso va más allá de producir café. Desde 2023, hemos capacitado a 120 familias campesinas en Patía y El Tambo en técnicas de cultivo orgánico y manejo sostenible de recursos. Estas formaciones no solo mejoran la calidad del café, sino que empoderan a las comunidades para que sean autosuficientes. Además, destinamos el 10% de nuestras ganancias a proyectos de educación y salud rural. Al elegir nuestro café, no solo disfrutas de un producto de calidad, sino que contribuyes a un futuro mejor para el Cauca. ¡Únete a nuestra causa! #CaféConRaíz #ImpactoSocial #AgriculturaSostenible #Orgánico",20,16
